State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Price_per_quintal
West Bengal,Murshidabad,Maize,Rabi,Red,311.4,15.9,63.7,30.63,292.2,3.9,2686.09
Rajasthan,Ajmer,Groundnut,Rabi,Clay,361.9,19.4,52.8,23.02,83.8,12.08,7320.73
Karnataka,Raichur,Soybean,Whole Year,Clay,904.4,29.6,94.6,6.37,124.5,23.39,2751.62
Uttar Pradesh,Lucknow,Potato,Kharif,Black (Regur),978.1,32.9,75.2,29.41,125.9,7.9,1099.67
Rajasthan,Udaipur,Jowar,Whole Year,Desert (Arid),474.7,26.9,67.1,25.08,211.2,6.31,3023.32
Punjab,Bathinda,Cotton,Whole Year,Sandy Loam,257.5,30.0,65.4,31.9,198.1,2.27,4491.34
Rajasthan,Kota,Jowar,Whole Year,Sandy Loam,796.5,24.9,47.1,48.86,198.3,8.37,2011.34
West Bengal,Murshidabad,Tur (Arhar),Rabi,Laterite,241.5,17.7,35.4,40.92,60.2,8.72,8618.64
Telangana,Karimnagar,Bajra,Kharif,Red,1098.8,30.9,68.3,49.62,237.8,5.97,1540.94
Rajasthan,Kota,Wheat,Whole Year,Black (Regur),644.8,18.2,61.8,39.88,102.0,19.05,2068.37
Madhya Pradesh,Indore,Mustard,Rabi,Mountain,332.0,17.2,52.5,41.64,248.0,21.28,6135.06
Uttar Pradesh,Meerut,Mustard,Rabi,Sandy Loam,383.2,21.4,57.6,43.8,162.9,2.2,4757.07
Andhra Pradesh,West Godavari,Soybean,Whole Year,Alluvial,962.2,27.4,66.0,38.33,134.2,3.99,3553.69
Gujarat,Vadodara,Jowar,Zaid,Mountain,119.3,32.4,45.3,34.04,252.5,11.16,3811.31
Telangana,Karimnagar,Bajra,Whole Year,Alluvial,735.8,27.9,50.7,28.41,68.6,7.34,3165.73
Andhra Pradesh,Guntur,Tur (Arhar),Kharif,Desert (Arid),803.6,32.5,53.9,38.96,271.0,13.22,6860.95
Uttar Pradesh,Varanasi,Soybean,Rabi,Clay,172.5,23.2,41.0,36.21,126.0,23.56,5526.33
Maharashtra,Ahmednagar,Mustard,Kharif,Laterite,664.7,32.9,79.8,41.86,138.9,4.41,4922.36
Gujarat,Vadodara,Mustard,Rabi,Desert (Arid),307.1,23.2,45.8,24.51,280.3,22.56,5303.09
Gujarat,Ahmedabad,Bajra,Kharif,Red,1039.0,30.7,92.7,12.83,140.3,20.12,1819.09
Gujarat,Surat,Tur (Arhar),Kharif,Alluvial,899.3,29.6,82.9,44.34,153.4,18.73,5187.36
Maharashtra,Ahmednagar,Sugarcane,Whole Year,Sandy Loam,,26.7,75.5,43.52,226.6,3.86,337.95
Bihar,Muzaffarpur,Potato,Whole Year,Black (Regur),436.7,26.8,64.2,28.18,71.3,8.01,620.0
Telangana,Warangal,Jowar,Kharif,Alluvial,990.7,31.8,69.7,27.73,183.7,7.63,2699.67
Uttar Pradesh,Varanasi,Tur (Arhar),Rabi,Alluvial,237.3,19.4,49.1,5.52,40.1,18.73,7736.3
Rajasthan,Ajmer,Wheat,Kharif,Black (Regur),676.0,28.9,69.7,21.79,99.0,16.4,2112.66
Andhra Pradesh,West Godavari,Groundnut,Kharif,Black (Regur),906.7,33.8,68.5,34.38,112.3,2.42,4573.15
Karnataka,Dharwad,Chana (Gram),Rabi,Mountain,283.4,16.2,55.3,12.59,245.5,5.75,4561.3
Uttar Pradesh,Varanasi,Sugarcane,Rabi,Black (Regur),223.9,22.6,72.5,30.53,222.9,22.45,346.76
Uttar Pradesh,Lucknow,Mustard,Zaid,Laterite,132.2,40.6,44.2,38.24,104.0,5.6,5155.79
Tamil Nadu,Salem,Chana (Gram),Whole Year,Desert (Arid),408.8,24.6,65.7,7.78,249.1,6.91,3752.68
Uttar Pradesh,Lucknow,Soybean,Kharif,Clay,1004.8,34.4,85.3,5.74,260.0,19.3,3086.07
West Bengal,Birbhum,Maize,Rabi,Clay,322.0,17.9,52.0,14.94,87.7,21.82,2898.43
Andhra Pradesh,Krishna,Chana (Gram),Rabi,Alluvial,207.6,26.4,40.0,5.65,65.3,8.15,4713.85
Rajasthan,Kota,Bajra,Kharif,Clay,1326.7,30.2,82.5,46.49,218.9,15.1,2519.6
West Bengal,Birbhum,Groundnut,Zaid,Desert (Arid),149.7,31.4,63.9,40.24,20.3,13.41,6573.0
Madhya Pradesh,Indore,Soybean,Zaid,Desert (Arid),168.8,37.7,40.0,44.85,120.8,6.82,5579.33
Bihar,Darbhanga,Wheat,Whole Year,Clay,511.9,27.7,67.9,31.06,125.5,23.01,1939.49
Uttar Pradesh,Allahabad,Cotton,Whole Year,Mountain,522.4,28.4,71.1,41.04,149.5,5.65,5686.89
Bihar,Patna,Potato,Whole Year,Sandy Loam,612.3,25.9,70.0,47.41,175.4,12.55,642.88
Karnataka,Mysore,Chana (Gram),Zaid,Mountain,154.6,37.5,46.3,25.91,284.4,15.27,7331.96
Telangana,Nalgonda,Groundnut,Rabi,Desert (Arid),254.5,26.4,42.0,14.32,146.3,5.89,5571.95
Maharashtra,Pune,Tur (Arhar),Kharif,Red,499.7,31.1,72.1,11.47,53.0,24.97,7683.12
Rajasthan,Udaipur,Jowar,Zaid,Black (Regur),120.2,35.1,42.5,42.43,251.8,9.07,4028.15
Punjab,Ludhiana,Tur (Arhar),Whole Year,Black (Regur),713.5,24.9,75.9,37.24,53.6,20.28,6318.14
Bihar,Muzaffarpur,Onion,Whole Year,Mountain,984.0,26.8,64.8,14.78,293.0,14.49,860.87
Punjab,Jalandhar,Groundnut,Whole Year,Mountain,465.0,28.2,48.5,38.5,87.9,18.04,6327.63
Bihar,Gaya,Soybean,Rabi,Red,431.9,21.6,33.5,49.76,168.6,21.65,4223.19
Maharashtra,Ahmednagar,Mustard,Whole Year,Red,805.4,27.6,68.9,37.06,99.9,15.47,3477.53
Karnataka,Mysore,Sugarcane,Zaid,Black (Regur),152.9,32.3,51.7,18.56,264.2,10.76,328.13
Madhya Pradesh,Ujjain,Mustard,Kharif,Alluvial,1412.9,33.5,86.5,29.05,84.5,7.38,5132.5
Maharashtra,Nashik,Groundnut,Zaid,Laterite,163.0,35.0,45.0,48.22,52.8,21.86,6340.47
Gujarat,Surat,Rice,Kharif,Mountain,672.1,28.6,81.8,33.04,212.2,5.24,2321.97
West Bengal,Murshidabad,Jowar,Zaid,Clay,174.1,34.8,41.9,29.67,174.8,6.31,3229.47
Karnataka,Belgaum,Tur (Arhar),Zaid,Desert (Arid),210.2,33.4,42.8,21.91,260.5,2.81,8366.49
Telangana,Warangal,Chana (Gram),Kharif,Laterite,596.8,28.8,83.2,21.72,121.3,9.95,4887.6
Telangana,Karimnagar,Groundnut,Kharif,Sandy Loam,785.6,28.6,68.1,22.43,207.3,22.57,3961.14
Maharashtra,Nagpur,Cotton,Kharif,Red,476.2,32.5,79.8,11.53,43.7,19.86,6640.64
Maharashtra,Kolhapur,Sugarcane,Whole Year,Mountain,455.1,28.8,68.4,45.36,154.1,4.68,307.3
Gujarat,Vadodara,Maize,Rabi,Mountain,317.2,22.9,72.2,6.61,33.5,3.18,2110.9
Rajasthan,Kota,Onion,Kharif,Alluvial,750.1,30.1,77.5,45.34,265.4,5.03,1843.55
Andhra Pradesh,Kurnool,Potato,Zaid,Clay,179.7,38.1,57.1,29.63,22.5,22.15,915.32
Bihar,Darbhanga,Potato,Whole Year,Sandy Loam,852.6,27.0,79.5,25.65,139.1,17.68,580.2
Punjab,Jalandhar,Bajra,Kharif,Clay,603.7,22.3,50.8,3.77,131.3,23.53,2280.41
Madhya Pradesh,Indore,Chana (Gram),Zaid,Red,145.5,33.0,41.5,32.56,191.0,0.91,5531.48
Madhya Pradesh,Bhopal,Wheat,Whole Year,Mountain,421.1,30.8,66.2,9.33,53.1,4.48,2502.59
Karnataka,Mysore,Onion,Whole Year,Mountain,137.9,24.1,71.3,4.45,63.7,2.74,2129.94
Karnataka,Shimoga,Soybean,Rabi,Mountain,225.3,16.1,51.9,4.3,154.7,2.86,5745.76
Uttar Pradesh,Meerut,Sugarcane,Kharif,Red,445.8,28.1,75.5,3.19,251.2,18.64,306.95
Bihar,Bhagalpur,Maize,Kharif,Clay,1224.7,25.2,65.2,4.39,160.2,16.3,1509.33
Punjab,Amritsar,Potato,Zaid,Desert (Arid),146.4,32.2,28.4,39.13,87.2,5.4,1118.77
Uttar Pradesh,Lucknow,Mustard,Kharif,Red,1037.6,33.2,70.8,28.25,266.0,13.82,3396.95
Madhya Pradesh,Gwalior,Sugarcane,Kharif,Laterite,457.3,27.8,52.2,16.29,109.5,23.98,325.52
Tamil Nadu,Madurai,Wheat,Kharif,Laterite,1174.3,26.8,87.4,15.67,45.7,15.31,2169.46
Maharashtra,Ahmednagar,Chana (Gram),Whole Year,Sandy Loam,737.4,31.3,69.4,11.81,253.8,9.35,3936.61
Uttar Pradesh,Allahabad,Tur (Arhar),Zaid,Sandy Loam,73.8,32.0,33.6,36.87,199.8,12.75,7681.77
Karnataka,Shimoga,Mustard,Rabi,Sandy Loam,356.4,21.7,61.9,1.04,83.7,10.39,4706.4
Gujarat,Junagadh,Sugarcane,Kharif,Red,648.4,24.8,73.4,1.2,213.9,6.57,268.54
Madhya Pradesh,Indore,Maize,Rabi,Alluvial,484.8,21.0,59.5,2.69,252.4,24.06,1799.22
Rajasthan,Jaipur,Wheat,Zaid,Alluvial,136.9,32.5,49.2,12.6,153.9,12.94,2477.56
Karnataka,Belgaum,Cotton,Zaid,Clay,187.2,36.2,58.5,36.94,36.0,10.92,7056.12
Punjab,Jalandhar,Maize,Kharif,Laterite,749.8,30.4,67.7,8.3,165.3,23.11,2319.16
Madhya Pradesh,Ujjain,Wheat,Rabi,Laterite,333.7,23.0,40.0,46.2,68.1,20.12,2335.88
Madhya Pradesh,Ujjain,Wheat,Rabi,Sandy Loam,242.4,18.0,62.7,3.6,38.3,22.5,2635.28
Uttar Pradesh,Lucknow,Groundnut,Rabi,Red,432.2,18.4,46.5,17.02,90.5,3.94,5770.23
Punjab,Jalandhar,Groundnut,Whole Year,Mountain,529.1,22.8,66.6,21.68,263.9,17.15,4037.8
Bihar,Bhagalpur,Tomato,Zaid,Clay,180.5,36.9,36.7,9.05,192.0,10.7,1738.44
Telangana,Warangal,Maize,Kharif,Alluvial,1231.0,21.3,63.3,41.07,175.5,23.7,1770.88
Maharashtra,Ahmednagar,Tomato,Zaid,Sandy Loam,184.4,34.8,52.0,32.73,53.7,2.39,996.02
Telangana,Medak,Potato,Zaid,Black (Regur),137.8,30.2,42.6,2.24,221.9,21.27,1020.9
Karnataka,Mysore,Potato,Whole Year,Red,630.9,27.3,56.6,14.05,95.0,1.74,1366.22
Karnataka,Shimoga,Tur (Arhar),Rabi,Desert (Arid),326.5,13.5,55.7,41.95,288.9,9.5,6396.04
Punjab,Ludhiana,Rice,Whole Year,Mountain,311.1,28.7,59.8,24.89,138.7,16.49,2677.44
Andhra Pradesh,West Godavari,Soybean,Kharif,Clay,927.1,29.4,73.0,37.97,131.7,8.86,3154.0
West Bengal,Burdwan,Tomato,Whole Year,Mountain,925.5,29.2,68.4,42.36,194.7,15.79,860.65
West Bengal,Burdwan,Tomato,Whole Year,Clay,482.7,30.4,56.7,12.04,226.3,3.05,892.17
Gujarat,Rajkot,Tomato,Kharif,Laterite,652.1,27.8,80.2,26.9,130.3,13.21,1765.2
Bihar,Gaya,Cotton,Rabi,Laterite,138.6,13.9,84.4,0.68,260.7,7.99,6614.07
Bihar,Gaya,Tur (Arhar),Rabi,Laterite,376.9,19.6,56.0,21.82,84.4,14.46,8238.94
Bihar,Muzaffarpur,Potato,Kharif,Clay,745.9,29.2,77.0,4.25,222.6,19.39,483.12
West Bengal,Nadia,Rice,Kharif,Red,685.5,29.1,74.5,25.19,66.0,19.85,1671.99
Tamil Nadu,Salem,Onion,Zaid,Red,144.3,37.2,35.7,34.94,185.0,9.01,1499.45
Uttar Pradesh,Varanasi,Potato,Kharif,Sandy Loam,812.9,34.4,73.7,21.84,77.1,24.05,1356.49
Rajasthan,Jaipur,Groundnut,Rabi,Black (Regur),345.6,22.7,56.7,8.09,141.0,11.67,6095.41
Tamil Nadu,Tirunelveli,Tur (Arhar),Rabi,Black (Regur),300.4,18.5,67.7,40.4,39.0,8.69,8052.78
Gujarat,Junagadh,Chana (Gram),Whole Year,Red,711.5,25.2,79.8,19.45,262.4,24.32,3021.01
West Bengal,Murshidabad,Sugarcane,Kharif,Red,760.2,26.7,67.4,33.7,136.7,7.21,262.43
Gujarat,Ahmedabad,Onion,Whole Year,Black (Regur),589.8,27.4,62.3,13.49,298.2,5.16,1364.02
Maharashtra,Pune,Bajra,Kharif,Red,562.3,31.5,76.5,11.93,237.7,21.51,2021.48
Punjab,Jalandhar,Sugarcane,Whole Year,Clay,317.3,24.2,56.5,17.6,158.8,17.01,281.54
Telangana,Nizamabad,Soybean,Zaid,Desert (Arid),184.9,35.7,42.9,25.94,84.0,3.97,6628.31
Rajasthan,Jodhpur,Potato,Rabi,Sandy Loam,303.2,25.8,56.9,36.53,41.4,10.43,914.7
Maharashtra,Nashik,Soybean,Rabi,Laterite,348.8,18.7,51.7,21.39,167.7,14.29,4841.68
Gujarat,Surat,Bajra,Zaid,Black (Regur),205.9,32.6,40.8,49.71,236.2,10.72,3354.2
West Bengal,Nadia,Bajra,Whole Year,Red,726.4,25.8,58.0,33.64,143.6,16.13,1454.68
Uttar Pradesh,Agra,Cotton,Kharif,Sandy Loam,824.4,33.7,53.9,25.6,122.0,10.41,6575.39
Maharashtra,Ahmednagar,Tomato,Kharif,Red,1245.6,28.8,72.7,30.0,203.7,5.47,795.44
Karnataka,Shimoga,Onion,Whole Year,Mountain,470.8,26.5,79.9,26.77,249.5,20.42,1163.38
Andhra Pradesh,Guntur,Tur (Arhar),Rabi,Alluvial,442.0,18.2,66.2,4.46,149.5,16.47,6124.76
Punjab,Patiala,Onion,Whole Year,Clay,730.0,27.0,48.7,15.83,221.3,14.65,1546.62
Tamil Nadu,Coimbatore,Groundnut,Kharif,Clay,792.3,23.1,78.4,22.95,213.9,17.65,4448.03
Andhra Pradesh,East Godavari,Wheat,Kharif,Clay,1074.1,29.3,79.6,45.46,250.3,20.32,1822.15
West Bengal,Birbhum,Groundnut,Rabi,Clay,149.3,22.6,47.2,45.19,100.9,4.24,6578.9
Maharashtra,Kolhapur,Bajra,Whole Year,Desert (Arid),488.6,26.4,77.8,33.61,207.9,24.01,2414.37
Bihar,Muzaffarpur,Mustard,Kharif,Sandy Loam,1244.9,28.0,59.2,46.8,39.1,14.96,3462.05
Telangana,Nizamabad,Mustard,Rabi,Red,284.6,18.1,57.3,32.63,83.4,1.12,6210.09
West Bengal,Burdwan,Rice,Zaid,Sandy Loam,91.6,36.8,35.2,35.11,198.8,0.7,2976.54
Punjab,Jalandhar,Tur (Arhar),Whole Year,Mountain,660.9,25.9,54.0,32.79,69.3,16.89,5496.67
Uttar Pradesh,Agra,Mustard,Whole Year,Sandy Loam,432.1,27.3,65.6,35.28,227.2,17.02,3647.41
Maharashtra,Kolhapur,Onion,Zaid,Sandy Loam,150.7,32.8,48.8,23.59,281.3,24.95,2520.43
Gujarat,Ahmedabad,Tomato,Rabi,Alluvial,280.7,16.7,69.6,16.59,239.6,16.54,1412.77
West Bengal,Birbhum,Sugarcane,Zaid,Alluvial,201.9,32.5,54.4,6.78,78.9,14.72,447.2
Gujarat,Junagadh,Wheat,Zaid,Clay,162.6,36.5,67.5,45.72,260.1,16.06,2802.09
Andhra Pradesh,Krishna,Mustard,Kharif,Black (Regur),1285.4,30.8,65.9,3.38,55.3,6.66,3668.45
West Bengal,Hooghly,Groundnut,Zaid,Laterite,124.4,33.3,41.6,26.84,286.5,24.89,5762.95
Madhya Pradesh,Ujjain,Soybean,Zaid,Clay,295.2,36.5,54.7,9.01,80.7,1.45,4643.42
Punjab,Amritsar,Potato,Whole Year,Black (Regur),514.5,24.1,62.6,2.9,193.7,15.0,1142.55
Andhra Pradesh,Kurnool,Soybean,Whole Year,Sandy Loam,365.8,27.7,60.1,5.82,242.9,0.78,4100.46
Bihar,Patna,Tur (Arhar),Kharif,Red,971.8,27.7,71.3,13.16,127.3,23.82,5569.88
Maharashtra,Ahmednagar,Cotton,Rabi,Mountain,168.6,21.5,68.4,31.08,247.6,10.42,7560.83
Tamil Nadu,Coimbatore,Soybean,Whole Year,Mountain,470.9,27.7,71.3,39.84,206.9,24.59,4197.44
West Bengal,Birbhum,Chana (Gram),Whole Year,Black (Regur),441.8,28.4,72.5,17.78,129.8,18.83,4743.77
Madhya Pradesh,Indore,Mustard,Zaid,Clay,172.4,34.2,36.1,32.34,270.8,24.98,5796.67
Gujarat,Rajkot,Sugarcane,Rabi,Black (Regur),395.7,18.4,48.3,9.66,196.8,3.98,342.77
Gujarat,Surat,Soybean,Kharif,Laterite,808.2,32.9,95.5,42.33,204.8,19.03,3208.8
Bihar,Gaya,Maize,Kharif,Clay,711.1,31.7,84.4,12.67,90.9,3.18,1989.27
West Bengal,Nadia,Tur (Arhar),Kharif,Mountain,1010.0,28.8,78.2,16.41,49.1,6.39,6583.51
Bihar,Bhagalpur,Mustard,Kharif,Black (Regur),1040.5,27.9,94.9,22.84,74.9,4.88,4226.69
Gujarat,Vadodara,Onion,Whole Year,Mountain,475.2,24.0,65.1,42.92,121.4,4.03,1807.95
Karnataka,Dharwad,Bajra,Whole Year,Desert (Arid),659.6,29.4,66.7,,41.0,24.78,2526.75
Andhra Pradesh,West Godavari,Wheat,Rabi,Mountain,356.4,20.8,33.4,3.11,270.2,1.98,3166.29
Bihar,Muzaffarpur,Jowar,Whole Year,Black (Regur),720.8,31.9,58.6,14.2,145.9,8.41,3226.07
Tamil Nadu,Madurai,Jowar,Rabi,Sandy Loam,329.6,19.0,44.7,10.14,195.2,19.37,3956.17
Punjab,Amritsar,Mustard,Zaid,Mountain,139.3,33.9,44.6,29.11,39.5,20.2,5773.61
Uttar Pradesh,Meerut,Chana (Gram),Rabi,Desert (Arid),250.3,21.5,67.2,35.32,161.3,3.93,6656.78
Punjab,Amritsar,Soybean,Whole Year,Sandy Loam,908.2,22.3,60.0,19.74,162.6,3.35,3465.72
Tamil Nadu,Madurai,Jowar,Kharif,Mountain,655.8,26.0,66.0,4.76,201.7,17.78,2549.05
Bihar,Darbhanga,Tomato,Zaid,Laterite,170.1,31.4,54.3,49.51,55.3,10.12,1502.31
Gujarat,Junagadh,Maize,Whole Year,Black (Regur),487.2,29.3,81.8,8.05,40.4,15.56,1943.55
Madhya Pradesh,Bhopal,Mustard,Kharif,Laterite,502.6,27.5,73.4,19.67,52.4,21.71,4963.68
Maharashtra,Kolhapur,Maize,Zaid,Sandy Loam,206.2,30.6,35.0,35.05,48.9,7.97,2960.14
Madhya Pradesh,Bhopal,Maize,Whole Year,Mountain,411.8,26.3,57.0,15.68,126.9,18.12,2334.54
Karnataka,Belgaum,Tur (Arhar),Whole Year,Laterite,830.6,28.6,67.4,41.04,103.9,16.76,5916.82
Bihar,Muzaffarpur,Cotton,Kharif,Clay,1156.3,30.3,58.1,43.58,165.5,12.27,5127.16
Punjab,Patiala,Potato,Whole Year,Alluvial,329.7,28.6,84.7,19.71,35.9,10.52,1050.85
Telangana,Karimnagar,Potato,Kharif,Clay,474.3,31.3,54.4,26.46,217.6,3.05,621.6
Andhra Pradesh,Guntur,Rice,Zaid,Sandy Loam,98.5,32.5,35.2,36.1,39.7,2.49,2806.69
Tamil Nadu,Thanjavur,Mustard,Whole Year,Clay,470.1,27.9,60.8,14.79,175.4,23.79,4766.42
Punjab,Amritsar,Sugarcane,Rabi,Alluvial,401.7,19.5,66.5,46.55,196.7,15.78,292.24
West Bengal,Hooghly,Wheat,Rabi,Mountain,354.5,15.2,72.8,7.25,44.0,9.87,2451.41
Punjab,Jalandhar,Bajra,Whole Year,Desert (Arid),839.3,23.2,57.0,37.7,195.9,22.74,1782.21
Gujarat,Surat,Cotton,Rabi,Black (Regur),285.4,23.2,56.4,39.93,35.5,17.03,5684.2
Uttar Pradesh,Agra,Cotton,Whole Year,Clay,308.9,32.1,71.2,36.21,164.4,17.88,4699.89
Rajasthan,Kota,Mustard,Rabi,Sandy Loam,187.2,24.9,56.4,30.67,160.1,23.19,6698.4
Maharashtra,Kolhapur,Tur (Arhar),Kharif,Sandy Loam,954.1,36.0,71.4,38.38,208.7,5.96,5833.19
Bihar,Gaya,Mustard,Zaid,Mountain,94.8,32.4,30.2,26.65,137.0,2.59,5108.14
Uttar Pradesh,Allahabad,Chana (Gram),Zaid,Clay,162.8,34.4,59.0,15.95,233.7,10.73,5340.32
Andhra Pradesh,Kurnool,Wheat,Kharif,Desert (Arid),405.0,34.1,64.3,8.91,33.0,4.01,2268.27
Maharashtra,Kolhapur,Soybean,Rabi,Red,319.9,23.6,56.9,33.38,168.8,16.59,5445.41
Bihar,Bhagalpur,Bajra,Kharif,Black (Regur),826.2,24.4,74.7,27.6,235.8,23.53,2076.18
Gujarat,Vadodara,Maize,Zaid,Laterite,140.7,31.9,52.5,50.0,31.3,5.46,3055.37
West Bengal,Nadia,Groundnut,Zaid,Mountain,138.0,37.7,40.8,19.14,109.5,20.94,8019.38
Karnataka,Belgaum,Rice,Rabi,Desert (Arid),103.0,23.1,48.5,18.67,256.3,13.56,2489.82
Rajasthan,Jaipur,Wheat,Whole Year,Red,832.2,28.8,79.6,20.15,70.6,14.9,2128.38
Karnataka,Mysore,Soybean,Zaid,Black (Regur),120.7,30.1,46.3,4.83,157.0,2.78,5187.64
Karnataka,Raichur,Tomato,Zaid,Alluvial,270.7,37.9,31.3,44.06,244.0,10.78,2936.4
Rajasthan,Ajmer,Onion,Zaid,Black (Regur),218.6,32.0,61.2,31.17,80.2,11.0,3861.47
Uttar Pradesh,Agra,Rice,Rabi,Desert (Arid),468.6,17.7,65.7,9.01,194.1,24.74,2085.76
Punjab,Amritsar,Sugarcane,Whole Year,Clay,468.6,32.7,49.7,8.12,23.4,4.96,383.93
Tamil Nadu,Madurai,Sugarcane,Kharif,Clay,550.3,28.5,79.7,21.4,237.1,8.41,237.72
Rajasthan,Kota,Mustard,Whole Year,Desert (Arid),418.8,27.1,63.8,26.18,233.9,1.84,4469.32
Maharashtra,Ahmednagar,Wheat,Zaid,Desert (Arid),105.1,37.3,42.6,33.75,241.7,16.44,3097.25
Bihar,Gaya,Tomato,Zaid,Desert (Arid),185.4,38.0,42.4,34.32,238.7,22.92,3162.3
Madhya Pradesh,Ujjain,Rice,Whole Year,Mountain,665.1,27.5,60.5,9.33,102.7,7.79,1925.94
Gujarat,Vadodara,Sugarcane,Whole Year,Red,847.3,26.6,44.7,22.7,92.8,21.4,291.77
Bihar,Darbhanga,Wheat,Whole Year,Alluvial,503.3,24.1,56.3,27.45,135.9,21.15,1798.43
West Bengal,Burdwan,Soybean,Zaid,Laterite,175.6,37.9,43.6,40.6,145.9,7.33,5759.28
Madhya Pradesh,Ujjain,Potato,Kharif,Black (Regur),941.5,31.3,80.1,20.38,242.9,3.76,541.32
Madhya Pradesh,Ujjain,Bajra,Whole Year,Red,593.4,23.7,65.2,6.26,89.2,5.72,1955.86
Karnataka,Shimoga,Jowar,Rabi,Mountain,212.2,21.4,36.4,32.85,179.2,24.17,3295.95
West Bengal,Birbhum,Tur (Arhar),Zaid,Sandy Loam,137.5,35.4,42.0,9.42,142.5,22.07,8015.71
Madhya Pradesh,Ujjain,Onion,Whole Year,Mountain,539.9,28.2,84.1,45.99,147.6,10.07,2337.98
Telangana,Nizamabad,Groundnut,Whole Year,Alluvial,385.0,22.3,77.8,2.81,217.2,12.91,3263.81
Punjab,Jalandhar,Sugarcane,Kharif,Mountain,1297.6,34.7,87.4,25.71,229.3,13.07,231.61
Gujarat,Surat,Mustard,Whole Year,Mountain,723.5,30.1,65.9,33.47,62.7,17.99,4308.16
Tamil Nadu,Madurai,Jowar,Kharif,Laterite,640.2,28.7,,23.83,106.5,23.86,3725.52
Tamil Nadu,Coimbatore,Maize,Zaid,Alluvial,180.6,35.1,42.1,27.51,140.8,19.07,2117.09
Andhra Pradesh,Krishna,Jowar,Kharif,Laterite,372.2,25.8,40.6,31.61,161.6,23.45,3071.03
Uttar Pradesh,Agra,Mustard,Rabi,Laterite,301.4,16.6,66.7,37.43,283.2,9.08,5753.51
Maharashtra,Ahmednagar,Groundnut,Kharif,Mountain,791.5,29.3,64.3,45.73,196.1,6.61,4421.78
Maharashtra,Nashik,Wheat,Rabi,Sandy Loam,395.7,23.4,60.4,9.34,189.0,18.9,1953.37
Telangana,Karimnagar,Mustard,Whole Year,Clay,601.2,25.7,68.5,32.19,264.0,19.68,4176.41
Gujarat,Surat,Jowar,Zaid,Clay,141.4,34.0,37.5,37.02,275.4,23.02,4322.69
Maharashtra,Nagpur,Potato,Kharif,Red,832.5,30.8,74.8,42.48,211.5,5.29,665.6
Telangana,Karimnagar,Onion,Rabi,Laterite,172.0,20.3,77.2,49.2,222.2,19.56,2977.86
Karnataka,Shimoga,Mustard,Whole Year,Red,817.7,29.0,63.3,14.45,226.3,8.7,3312.68
Punjab,Patiala,Tur (Arhar),Kharif,Mountain,766.3,31.8,57.1,26.52,157.1,14.45,5415.99
West Bengal,Nadia,Potato,Zaid,Black (Regur),102.4,31.0,45.1,16.58,73.8,10.96,980.32
Telangana,Nizamabad,Rice,Rabi,Black (Regur),408.5,18.8,52.4,36.65,285.5,5.93,2334.11
Tamil Nadu,Thanjavur,Maize,Zaid,Laterite,128.0,33.3,49.4,3.86,215.2,10.71,2645.59
Karnataka,Mysore,Tomato,Rabi,Alluvial,351.7,18.5,65.6,5.15,203.6,6.21,1046.55
Tamil Nadu,Tirunelveli,Maize,Kharif,Alluvial,946.4,28.2,82.8,23.43,228.5,7.76,1571.43
Tamil Nadu,Tirunelveli,Maize,Rabi,Mountain,164.8,20.2,49.4,40.44,213.7,18.91,2346.14
Punjab,Amritsar,Tur (Arhar),Rabi,Mountain,234.4,18.0,44.8,19.42,252.0,6.29,7299.82
Uttar Pradesh,Agra,Potato,Zaid,Laterite,212.9,34.1,45.2,8.05,92.4,13.28,1068.75
Punjab,Amritsar,Wheat,Zaid,Alluvial,122.6,36.3,57.3,48.67,47.0,3.56,2870.01
Karnataka,Raichur,Jowar,Kharif,Laterite,538.4,27.1,72.1,43.08,238.6,24.86,2699.69
Tamil Nadu,Tirunelveli,Potato,Whole Year,Black (Regur),648.6,29.2,62.5,10.68,182.7,21.17,796.62
Telangana,Nizamabad,Sugarcane,Whole Year,Black (Regur),391.8,25.2,75.4,28.93,61.5,23.25,293.26
Telangana,Medak,Groundnut,Rabi,Clay,369.6,21.0,55.0,28.44,139.8,18.13,5284.56
Karnataka,Mysore,Soybean,Kharif,Desert (Arid),1153.9,32.0,88.2,13.85,214.7,1.19,2948.85
Punjab,Amritsar,Mustard,Zaid,Clay,133.4,34.2,44.2,5.46,225.9,14.81,5532.19
Gujarat,Vadodara,Bajra,Whole Year,Alluvial,596.1,28.1,82.5,32.87,61.5,12.64,2892.81
Karnataka,Belgaum,Rice,Rabi,Desert (Arid),410.9,20.0,48.4,32.02,281.1,16.55,2874.68
Karnataka,Raichur,Sugarcane,Whole Year,Desert (Arid),588.1,27.3,63.2,15.0,220.7,16.74,271.25
Bihar,Darbhanga,Tomato,Whole Year,Clay,477.8,30.3,49.5,15.02,168.4,5.21,1817.73
Bihar,Darbhanga,Groundnut,Whole Year,Sandy Loam,579.3,29.7,68.7,37.28,57.7,9.66,4593.67
Telangana,Medak,Wheat,Rabi,Sandy Loam,440.3,16.8,70.9,14.77,160.3,24.92,2716.46
