State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
Tamil Nadu,Coimbatore,Jowar,Zaid,Black (Regur),150.0,36.6,50.5,20.58,162.9,1.28,0.53
Telangana,Nizamabad,Potato,Rabi,Red,166.4,17.0,34.0,20.64,104.5,18.66,4.52
Gujarat,Vadodara,Tur (Arhar),Rabi,Red,299.1,,49.7,32.0,166.8,3.78,0.58
Andhra Pradesh,Krishna,Rice,Rabi,Black (Regur),278.0,25.7,52.2,2.27,135.0,8.97,1.12
Maharashtra,Nashik,Chana (Gram),Rabi,Desert (Arid),221.6,24.9,45.5,8.88,193.1,19.06,0.7
Punjab,Amritsar,Maize,Whole Year,Sandy Loam,682.5,31.1,64.7,38.77,290.9,14.82,5.11
Rajasthan,Jodhpur,Tur (Arhar),Zaid,Sandy Loam,191.0,35.4,40.4,12.55,113.3,20.63,0.2
Telangana,Warangal,Jowar,Whole Year,Laterite,801.3,27.7,59.3,37.47,225.1,16.42,1.21
Andhra Pradesh,East Godavari,Cotton,Whole Year,Sandy Loam,412.8,30.6,37.4,15.44,91.4,24.35,0.48
Rajasthan,Ajmer,Bajra,Whole Year,Sandy Loam,949.7,29.2,71.5,1.33,193.5,3.35,2.83
Bihar,Bhagalpur,Bajra,Whole Year,Alluvial,819.1,27.6,62.9,30.34,293.3,8.05,1.52
Madhya Pradesh,Gwalior,Tomato,Zaid,Mountain,148.6,38.5,50.2,5.45,251.7,12.34,9.77
Karnataka,Raichur,Chana (Gram),Rabi,Sandy Loam,255.2,21.7,53.8,12.06,110.3,16.71,0.56
Andhra Pradesh,Guntur,Mustard,Zaid,Sandy Loam,190.5,35.6,20.0,40.03,116.8,24.1,0.28
Gujarat,Vadodara,Chana (Gram),Whole Year,Desert (Arid),567.9,25.1,90.8,4.32,70.4,13.54,0.54
Tamil Nadu,Salem,Wheat,Rabi,Black (Regur),214.4,14.3,57.2,23.71,94.3,7.27,0.81
Punjab,Amritsar,Tomato,Zaid,Laterite,245.7,38.4,47.7,25.78,128.2,7.61,3.64
Madhya Pradesh,Ujjain,Mustard,Kharif,Sandy Loam,928.9,32.7,75.1,6.37,148.2,21.25,1.05
Rajasthan,Udaipur,Rice,Kharif,Desert (Arid),1208.9,30.8,81.9,25.0,80.3,12.52,1.5
Maharashtra,Kolhapur,Rice,Zaid,Laterite,139.8,35.7,61.9,47.1,73.0,10.06,1.01
Gujarat,Rajkot,Potato,Zaid,Mountain,233.5,34.5,55.3,28.49,140.1,24.71,9.77
Uttar Pradesh,Lucknow,Soybean,Kharif,Sandy Loam,329.6,31.3,72.2,31.39,111.0,24.34,0.45
Madhya Pradesh,Gwalior,Rice,Whole Year,Mountain,301.2,25.3,42.3,38.69,109.3,13.17,1.41
Bihar,Darbhanga,Soybean,Zaid,Clay,93.7,33.8,53.1,40.08,114.5,23.42,0.47
Telangana,Warangal,Potato,Whole Year,Sandy Loam,656.8,24.3,45.8,34.92,169.2,15.25,21.95
Rajasthan,Jodhpur,Wheat,Kharif,Alluvial,499.9,32.6,74.8,47.16,117.8,6.87,2.36
Bihar,Darbhanga,Chana (Gram),Kharif,Alluvial,1196.4,30.2,55.8,35.26,296.4,9.65,2.54
Telangana,Warangal,Groundnut,Rabi,Desert (Arid),142.7,18.1,50.5,20.06,276.3,6.19,0.96
Andhra Pradesh,West Godavari,Bajra,Rabi,Sandy Loam,304.0,19.6,59.1,49.56,199.7,19.67,0.48
Punjab,Patiala,Cotton,Zaid,Laterite,162.3,36.2,65.0,4.9,287.1,2.97,0.78
Bihar,Patna,Chana (Gram),Kharif,Clay,938.5,32.8,88.9,9.38,71.0,1.78,0.81
Andhra Pradesh,Kurnool,Tur (Arhar),Whole Year,Laterite,509.7,27.3,42.5,28.62,66.7,9.71,0.45
Andhra Pradesh,East Godavari,Bajra,Rabi,Sandy Loam,256.5,22.7,50.1,3.43,248.5,5.81,0.65
West Bengal,Burdwan,Cotton,Zaid,Mountain,195.1,36.2,48.0,43.21,250.3,17.29,0.65
Madhya Pradesh,Jabalpur,Wheat,Whole Year,Sandy Loam,614.0,24.5,62.1,16.06,20.6,22.59,2.44
Bihar,Bhagalpur,Rice,Rabi,Mountain,244.6,21.5,44.0,12.06,78.6,0.78,0.78
Rajasthan,Jaipur,Maize,Zaid,Desert (Arid),210.3,32.8,42.0,11.66,139.1,22.26,1.17
Telangana,Medak,Soybean,Zaid,Mountain,132.8,36.1,25.2,48.77,117.5,20.12,0.36
Madhya Pradesh,Jabalpur,Cotton,Kharif,Mountain,844.3,32.4,75.6,35.19,147.5,13.64,1.64
West Bengal,Birbhum,Mustard,Kharif,Sandy Loam,578.5,29.9,91.6,35.56,43.8,6.92,0.52
Tamil Nadu,Tirunelveli,Groundnut,Whole Year,Black (Regur),868.8,27.5,76.1,48.4,50.2,15.15,1.65
Karnataka,Mysore,Mustard,Rabi,Mountain,361.6,20.9,42.6,18.6,83.6,2.55,0.27
Madhya Pradesh,Ujjain,Mustard,Whole Year,Mountain,332.8,30.2,69.1,17.95,143.2,18.1,0.46
Gujarat,Vadodara,Tur (Arhar),Zaid,Red,97.0,32.5,55.5,9.46,227.1,23.73,0.59
Bihar,Gaya,Tomato,Whole Year,Mountain,612.9,27.1,57.6,25.1,276.9,20.86,12.81
Rajasthan,Jodhpur,Cotton,Rabi,Mountain,275.4,16.4,55.3,4.27,289.1,12.53,0.6
Punjab,Bathinda,Groundnut,Kharif,Red,916.4,32.0,91.7,45.08,236.3,18.09,2.59
Bihar,Darbhanga,Cotton,Whole Year,Laterite,512.6,30.1,52.6,38.47,138.6,,0.87
Rajasthan,Jaipur,Tomato,Rabi,Black (Regur),265.7,19.4,56.5,41.58,98.8,1.2,4.26
Telangana,Medak,Tomato,Rabi,Alluvial,528.6,17.7,63.1,17.73,48.5,2.04,6.94
Andhra Pradesh,Krishna,Chana (Gram),Whole Year,Desert (Arid),400.1,23.2,77.1,15.97,21.6,16.35,0.26
Gujarat,Ahmedabad,Mustard,Whole Year,Desert (Arid),739.2,22.2,79.8,19.97,42.7,10.4,0.94
Karnataka,Belgaum,Soybean,Rabi,Desert (Arid),177.1,25.3,58.8,13.1,62.5,17.56,0.58
Bihar,Bhagalpur,Groundnut,Whole Year,Red,684.2,32.3,64.2,20.9,77.2,24.92,1.5
Andhra Pradesh,East Godavari,Rice,Whole Year,Black (Regur),625.4,29.2,66.3,31.04,242.0,22.15,3.61
Madhya Pradesh,Ujjain,Onion,Rabi,Mountain,342.4,12.1,58.8,20.76,219.0,21.84,5.13
Tamil Nadu,Coimbatore,Soybean,Whole Year,Black (Regur),231.0,26.1,67.3,49.76,221.4,5.84,0.86
Rajasthan,Jodhpur,Mustard,Kharif,Sandy Loam,1492.5,28.9,98.0,24.57,147.5,20.82,1.46
Maharashtra,Kolhapur,Maize,Kharif,Black (Regur),1395.6,,71.9,31.38,59.4,2.6,2.06
Gujarat,Junagadh,Tomato,Whole Year,Clay,491.4,28.0,63.1,20.66,39.0,22.92,13.24
Andhra Pradesh,Guntur,Tomato,Zaid,Sandy Loam,173.0,31.8,49.5,37.1,151.3,1.65,5.15
West Bengal,Birbhum,Groundnut,Kharif,Black (Regur),450.2,23.9,75.9,3.18,296.9,19.63,1.41
Karnataka,Raichur,Maize,Zaid,Red,151.1,36.5,40.1,12.73,176.1,8.05,1.66
Maharashtra,Nashik,Chana (Gram),Zaid,Laterite,235.0,34.9,30.4,36.98,160.7,5.61,0.29
Andhra Pradesh,West Godavari,Groundnut,Zaid,Mountain,136.0,35.6,36.7,28.78,86.9,13.21,0.42
Telangana,Nalgonda,Soybean,Whole Year,Desert (Arid),447.8,37.3,45.3,45.56,58.6,21.41,0.31
Tamil Nadu,Coimbatore,Onion,Rabi,Laterite,356.6,16.7,53.4,5.99,286.7,13.96,12.34
West Bengal,Hooghly,Groundnut,Zaid,Sandy Loam,201.7,41.4,48.3,19.75,248.1,4.74,0.93
Andhra Pradesh,East Godavari,Maize,Zaid,Desert (Arid),166.7,34.9,46.8,4.82,250.5,20.26,0.87
Punjab,Bathinda,Tomato,Rabi,Laterite,249.2,22.6,51.6,9.15,248.9,21.13,19.31
Madhya Pradesh,Indore,Cotton,Rabi,Black (Regur),258.1,20.5,41.3,7.87,282.2,17.25,0.9
West Bengal,,Tur (Arhar),Zaid,Mountain,136.1,36.1,38.4,23.42,163.5,1.56,0.3
Rajasthan,Ajmer,Bajra,Zaid,Laterite,183.9,31.2,49.0,21.58,64.6,24.07,0.28
Gujarat,Surat,Wheat,Rabi,Mountain,312.6,16.6,54.8,38.09,165.6,11.98,1.99
Gujarat,Surat,Potato,Zaid,Sandy Loam,144.0,31.9,39.3,4.57,299.3,17.72,15.05
Tamil Nadu,Salem,Sugarcane,Kharif,Sandy Loam,1081.3,29.2,81.0,7.49,159.1,14.79,96.37
Madhya Pradesh,Ujjain,Bajra,Rabi,Sandy Loam,300.3,18.7,57.2,39.07,228.8,8.59,0.55
Tamil Nadu,Madurai,Bajra,Zaid,Black (Regur),174.3,40.9,52.1,0.96,194.0,1.48,0.59
Karnataka,Belgaum,Rice,Whole Year,Laterite,841.3,26.3,74.9,14.18,270.0,17.93,5.21
Bihar,Darbhanga,Jowar,Kharif,Sandy Loam,1031.9,27.6,58.2,44.34,149.3,8.29,0.84
Karnataka,Belgaum,Cotton,Rabi,Red,281.2,20.0,55.7,32.3,269.6,16.42,1.26
Maharashtra,Pune,Rice,Rabi,Red,185.0,21.4,37.6,16.8,260.7,2.6,2.12
Bihar,Patna,Bajra,Zaid,Laterite,149.0,29.4,46.3,42.29,273.4,12.31,0.81
Karnataka,Shimoga,Onion,Zaid,Red,142.9,36.1,51.2,44.86,97.7,20.51,4.8
Punjab,Ludhiana,Soybean,Zaid,Clay,198.7,35.7,30.2,24.1,63.1,19.12,0.51
Uttar Pradesh,Varanasi,Cotton,Zaid,Mountain,168.3,41.3,36.8,7.32,296.3,18.15,0.74
Uttar Pradesh,Allahabad,Cotton,Rabi,Alluvial,268.7,23.1,40.3,6.74,26.0,19.02,0.63
Telangana,Medak,Rice,Rabi,Red,416.0,15.7,62.4,24.48,126.1,7.72,1.59
Bihar,Gaya,Bajra,Whole Year,Laterite,469.4,32.6,49.7,5.68,55.3,7.4,0.56
Gujarat,Ahmedabad,Onion,Zaid,Black (Regur),189.2,31.3,33.7,44.73,268.0,8.78,9.27
West Bengal,Nadia,Cotton,Whole Year,Clay,573.9,26.8,58.7,34.86,296.4,9.31,1.69
Tamil Nadu,Tirunelveli,Onion,Zaid,Sandy Loam,117.1,34.7,47.7,41.45,154.1,18.66,6.81
West Bengal,Birbhum,Sugarcane,Kharif,Sandy Loam,916.2,34.4,87.0,47.38,193.5,24.61,92.19
Punjab,Jalandhar,Chana (Gram),Zaid,Laterite,138.8,33.3,53.6,13.15,221.9,19.94,0.71
Telangana,Nalgonda,Wheat,Rabi,Mountain,284.6,15.9,52.3,22.57,242.3,7.42,1.31
Madhya Pradesh,Indore,Potato,Rabi,Clay,215.9,20.5,46.7,6.48,191.3,14.83,15.64
West Bengal,Murshidabad,Maize,Kharif,Clay,1211.9,36.5,76.3,3.54,155.0,13.03,2.36
West Bengal,Murshidabad,Tur (Arhar),Kharif,Sandy Loam,1225.4,26.5,63.0,45.0,101.9,4.53,0.86
West Bengal,Birbhum,Tomato,Zaid,Laterite,198.4,35.5,38.3,17.45,270.2,23.22,9.46
Maharashtra,Nagpur,Jowar,Kharif,Red,687.2,29.2,66.0,38.11,291.4,21.14,0.73
Madhya Pradesh,Gwalior,Rice,Kharif,Clay,1079.8,31.4,81.8,18.21,38.5,12.97,4.9
Gujarat,Junagadh,Jowar,Kharif,Mountain,899.8,27.6,74.1,36.2,217.1,4.18,1.8
Madhya Pradesh,Bhopal,Groundnut,Rabi,Alluvial,126.6,23.4,68.6,39.09,262.4,0.83,1.8
Andhra Pradesh,Kurnool,Maize,Whole Year,Clay,844.7,25.6,69.0,44.3,218.2,7.67,3.83
Punjab,Bathinda,Maize,Rabi,Clay,422.7,19.6,42.8,35.4,112.8,6.32,0.7
Tamil Nadu,Tirunelveli,Jowar,Rabi,Red,250.9,22.0,59.6,42.84,122.9,8.9,0.28
Andhra Pradesh,Krishna,Bajra,Zaid,Sandy Loam,50.0,40.1,26.9,31.32,238.2,17.57,0.55
Punjab,Patiala,Bajra,Rabi,Mountain,338.8,22.4,64.7,6.01,26.4,0.87,0.24
Punjab,Ludhiana,Groundnut,Kharif,Sandy Loam,259.8,30.1,63.0,40.53,61.1,10.71,0.61
Telangana,Medak,Soybean,Rabi,Desert (Arid),298.1,19.1,51.6,14.83,253.9,24.13,0.61
Rajasthan,Ajmer,Wheat,Zaid,Clay,59.5,38.4,40.3,20.67,78.3,15.85,0.84
Rajasthan,Udaipur,Maize,Zaid,Black (Regur),176.7,38.8,49.2,37.1,201.5,12.6,1.73
Telangana,Nizamabad,Soybean,Whole Year,Desert (Arid),326.5,28.2,61.4,46.04,248.6,9.97,1.1
Punjab,Amritsar,Bajra,Zaid,Alluvial,172.3,37.3,49.4,39.89,287.2,7.12,0.68
Maharashtra,Kolhapur,Jowar,Kharif,Black (Regur),792.0,30.0,71.1,43.48,139.5,4.83,0.84
Uttar Pradesh,Lucknow,Tomato,Kharif,Sandy Loam,938.6,29.4,76.7,18.85,139.3,8.76,24.05
Madhya Pradesh,Ujjain,Mustard,Whole Year,Laterite,702.1,25.4,71.8,27.51,51.0,4.26,0.81
Karnataka,Dharwad,Wheat,Zaid,Clay,203.9,37.7,38.2,8.3,246.5,11.08,2.18
Maharashtra,Ahmednagar,Wheat,Zaid,Desert (Arid),172.5,33.3,48.8,32.86,158.7,10.06,1.72
Gujarat,Junagadh,Chana (Gram),Zaid,Mountain,105.7,35.5,41.7,44.4,191.8,2.34,0.44
Madhya Pradesh,Jabalpur,Jowar,Zaid,Black (Regur),76.3,33.9,50.2,26.03,115.9,17.05,0.39
Bihar,Muzaffarpur,Potato,Whole Year,Mountain,284.2,29.9,45.9,38.08,109.5,1.43,12.56
Gujarat,Junagadh,Groundnut,Zaid,Black (Regur),145.1,34.5,51.1,49.91,281.3,24.57,0.69
Bihar,Muzaffarpur,Bajra,Zaid,Clay,131.3,33.0,55.7,30.77,260.7,0.57,0.52
Andhra Pradesh,Guntur,Rice,Zaid,Mountain,50.7,32.9,61.0,12.52,200.5,14.2,1.61
Punjab,Jalandhar,Sugarcane,Rabi,Black (Regur),374.6,19.9,51.6,24.8,146.6,11.26,29.37
Uttar Pradesh,Agra,Bajra,Zaid,Alluvial,184.8,34.5,32.7,33.12,121.2,23.28,0.61
Rajasthan,Kota,Rice,Whole Year,Laterite,587.3,23.6,64.4,45.26,205.2,7.93,5.37
Telangana,Nizamabad,Jowar,Zaid,Mountain,50.0,32.5,50.8,1.18,233.5,16.46,0.4
Madhya Pradesh,Ujjain,Mustard,Rabi,Sandy Loam,447.9,20.8,71.1,20.4,116.7,21.89,0.42
Punjab,Bathinda,Onion,Rabi,Black (Regur),208.0,18.8,67.2,13.11,49.2,4.42,5.66
Andhra Pradesh,West Godavari,Chana (Gram),Whole Year,Clay,587.8,24.5,70.7,12.63,233.9,1.09,1.54
Maharashtra,Kolhapur,Wheat,Rabi,Clay,406.4,14.2,47.6,24.03,129.9,14.55,0.94
Tamil Nadu,Madurai,Groundnut,Whole Year,Laterite,689.7,25.4,58.8,3.32,207.6,1.96,1.74
Rajasthan,Kota,Bajra,Rabi,Red,239.5,23.8,41.4,26.88,93.1,17.32,0.49
Bihar,Gaya,Cotton,Rabi,Mountain,250.2,21.7,52.3,4.22,235.2,19.94,1.4
Tamil Nadu,Madurai,Rice,Kharif,Desert (Arid),503.4,33.8,59.2,43.1,95.0,5.37,1.2
Tamil Nadu,Madurai,Jowar,Rabi,Laterite,222.9,18.3,51.7,38.54,231.2,11.08,0.41
Uttar Pradesh,Lucknow,Maize,Zaid,Mountain,134.0,34.0,50.2,40.99,226.3,18.22,2.14
Uttar Pradesh,Lucknow,Chana (Gram),Whole Year,Clay,560.3,29.2,67.8,17.34,168.5,15.53,1.11
Telangana,Medak,Wheat,Rabi,Clay,405.4,19.1,55.9,29.71,82.4,24.45,1.66
Andhra Pradesh,Krishna,Maize,Kharif,Red,553.9,31.6,75.6,41.42,294.7,21.28,2.82
Gujarat,Rajkot,Chana (Gram),Kharif,Black (Regur),1001.8,27.3,83.8,45.82,211.5,8.15,2.72
Rajasthan,Jodhpur,Jowar,Kharif,Black (Regur),906.8,28.5,69.1,38.16,291.3,22.36,1.27
Punjab,Amritsar,Chana (Gram),Kharif,Sandy Loam,672.9,25.6,69.0,47.51,251.0,5.52,0.89
Tamil Nadu,Thanjavur,Tomato,Rabi,Desert (Arid),381.8,19.4,37.8,36.29,136.0,8.3,7.81
Punjab,Ludhiana,Tomato,Whole Year,Clay,914.9,26.8,73.6,10.45,178.4,15.08,21.74
Maharashtra,Pune,Tomato,Whole Year,Clay,520.6,24.8,48.8,32.1,103.3,1.92,8.46
Uttar Pradesh,Varanasi,Rice,Whole Year,Clay,688.4,29.6,77.3,24.51,206.3,9.28,4.75
Rajasthan,Jaipur,Tur (Arhar),Kharif,Alluvial,1151.8,24.8,91.5,13.64,183.1,21.05,1.69
Gujarat,Rajkot,Soybean,Rabi,Clay,319.0,24.2,41.3,48.22,61.2,4.06,0.64
Madhya Pradesh,Indore,Sugarcane,Zaid,Laterite,122.1,32.9,59.9,5.19,262.0,9.94,25.83
Bihar,Patna,Cotton,Zaid,Laterite,67.4,34.5,51.8,10.43,251.9,23.17,0.83
Andhra Pradesh,Kurnool,Onion,Zaid,Black (Regur),146.1,33.8,33.5,14.98,102.9,8.48,2.98
Gujarat,Surat,Rice,Rabi,Red,98.8,20.1,45.5,20.72,173.4,2.18,2.63
Maharashtra,Nashik,Bajra,Rabi,Mountain,97.1,16.8,58.5,44.65,125.0,12.46,0.29
Bihar,Muzaffarpur,Potato,Kharif,Mountain,806.4,33.4,67.9,5.29,263.3,18.72,21.49
Tamil Nadu,Coimbatore,Sugarcane,Zaid,Alluvial,113.8,36.5,40.3,49.41,39.8,12.84,22.91
Gujarat,Junagadh,Mustard,Kharif,Mountain,729.5,26.0,78.4,3.74,239.9,7.44,1.69
Madhya Pradesh,Gwalior,Tur (Arhar),Rabi,Desert (Arid),160.5,17.2,43.4,29.65,296.4,7.61,0.47
Karnataka,Shimoga,Wheat,Kharif,Sandy Loam,583.4,31.4,85.1,8.61,284.5,3.03,3.25
Gujarat,Surat,Tomato,Kharif,Sandy Loam,769.4,33.4,70.6,2.97,168.3,2.06,27.05
Gujarat,Rajkot,Sugarcane,Zaid,Alluvial,237.0,31.1,50.4,43.74,42.7,15.91,25.06
Andhra Pradesh,Kurnool,Groundnut,Whole Year,Black (Regur),644.0,29.7,73.1,39.91,197.7,10.97,1.39
Madhya Pradesh,Gwalior,Sugarcane,Kharif,Mountain,862.6,28.4,63.2,7.91,213.5,18.09,75.48
Punjab,Patiala,Mustard,Zaid,Sandy Loam,117.5,36.9,41.0,1.98,223.4,8.2,0.73
Gujarat,Junagadh,Cotton,Zaid,Sandy Loam,139.3,36.1,47.2,5.79,58.2,16.28,0.48
Karnataka,Raichur,Jowar,Zaid,Desert (Arid),132.4,35.7,37.7,19.97,273.9,22.23,0.27
Tamil Nadu,Salem,Onion,Rabi,Sandy Loam,271.4,19.2,50.0,4.59,264.7,18.35,13.39
Punjab,Amritsar,Groundnut,Zaid,Mountain,243.0,33.1,43.9,41.21,43.2,11.13,0.5
Karnataka,Belgaum,Tur (Arhar),Whole Year,Red,340.8,26.2,70.3,20.43,172.8,23.55,0.68
Madhya Pradesh,Gwalior,Chana (Gram),Zaid,Desert (Arid),99.3,33.9,59.8,35.72,165.1,8.09,0.23
Andhra Pradesh,Guntur,Bajra,Whole Year,Clay,528.9,29.1,73.4,16.25,43.0,3.92,0.61
Andhra Pradesh,Kurnool,Tur (Arhar),Kharif,Black (Regur),843.1,30.0,67.4,23.59,158.2,8.48,1.03
Rajasthan,Jodhpur,Wheat,Kharif,Desert (Arid),464.5,28.4,65.2,37.1,176.4,0.59,1.91
Telangana,Karimnagar,Mustard,Rabi,Sandy Loam,321.5,15.9,61.3,6.69,194.0,23.7,0.59
Madhya Pradesh,Jabalpur,Potato,Kharif,Sandy Loam,665.0,28.2,67.7,0.78,272.2,4.76,31.89
Bihar,Bhagalpur,Tur (Arhar),Kharif,Desert (Arid),1017.7,31.3,60.2,10.59,22.9,23.63,0.55
Bihar,Patna,Sugarcane,Whole Year,Laterite,597.7,30.9,63.2,26.26,148.1,22.04,59.89
Madhya Pradesh,Ujjain,Rice,Zaid,Clay,99.0,35.3,41.1,10.16,274.4,12.92,2.81
Tamil Nadu,Salem,Tomato,Whole Year,Alluvial,439.8,23.8,64.5,35.87,294.1,3.05,14.8
West Bengal,Burdwan,Cotton,Kharif,Red,277.8,35.9,61.2,16.47,81.5,21.08,0.41
Maharashtra,Nagpur,Bajra,Whole Year,Black (Regur),574.0,27.6,62.0,28.63,125.0,6.11,0.85
Uttar Pradesh,Varanasi,Groundnut,Kharif,Clay,512.3,27.6,81.1,13.89,173.7,13.6,1.02
Andhra Pradesh,West Godavari,Mustard,Kharif,Desert (Arid),1141.7,30.4,78.8,44.04,284.9,1.51,1.16
Punjab,Bathinda,Rice,Kharif,Sandy Loam,272.7,29.2,84.8,14.14,151.8,11.33,2.6
Madhya Pradesh,Ujjain,Potato,Kharif,Clay,498.4,35.0,85.9,36.97,156.6,22.56,15.97
Andhra Pradesh,Guntur,Maize,Zaid,Laterite,189.7,31.2,20.0,30.3,293.3,13.86,1.48
Rajasthan,Udaipur,Potato,Zaid,Alluvial,173.8,34.9,26.7,42.34,244.5,3.1,19.68
Andhra Pradesh,Krishna,Rice,Zaid,Black (Regur),122.7,27.8,46.3,16.61,280.6,18.37,3.41
Tamil Nadu,Madurai,Bajra,Kharif,Laterite,915.8,35.9,55.7,6.08,238.7,1.65,1.49
Rajasthan,Jaipur,Groundnut,Whole Year,Alluvial,712.3,19.5,57.6,24.36,25.8,14.73,0.92
Bihar,Bhagalpur,Cotton,Whole Year,Red,384.8,26.2,60.0,41.9,158.7,10.98,0.93
Madhya Pradesh,Gwalior,Potato,Zaid,Clay,218.9,35.2,61.4,20.81,117.1,7.57,8.09
West Bengal,Nadia,Tomato,Zaid,Alluvial,100.8,30.8,46.0,13.91,278.0,18.52,15.26
Maharashtra,Nashik,Tomato,Whole Year,Laterite,848.5,32.6,53.0,31.46,172.7,4.01,22.2
Tamil Nadu,Madurai,Cotton,Kharif,Mountain,906.9,26.5,78.8,31.13,151.8,16.56,2.3
Punjab,Jalandhar,Tomato,Kharif,Clay,1092.5,30.9,85.0,30.53,279.6,1.13,34.02
Telangana,Karimnagar,Chana (Gram),Whole Year,Mountain,352.9,21.3,67.4,39.06,40.3,12.98,0.3
Andhra Pradesh,Krishna,Onion,Rabi,Mountain,273.0,21.4,42.4,5.93,179.0,8.86,9.49
Bihar,Bhagalpur,Wheat,Whole Year,Clay,425.5,28.9,64.9,10.99,185.1,9.01,2.88
Karnataka,Dharwad,Onion,Whole Year,Clay,411.4,25.9,74.7,25.21,194.0,11.14,17.88
Uttar Pradesh,Agra,Groundnut,Kharif,Red,523.7,32.5,90.1,33.99,231.5,5.05,1.01
Rajasthan,Jaipur,Jowar,Zaid,Alluvial,97.6,34.8,30.0,47.38,70.0,7.96,0.3
West Bengal,Burdwan,Chana (Gram),Zaid,Desert (Arid),108.5,37.5,41.8,8.44,128.8,3.8,0.24
Rajasthan,Ajmer,Soybean,Whole Year,Mountain,449.2,25.5,68.8,32.24,46.2,20.35,0.7
Andhra Pradesh,West Godavari,Sugarcane,Kharif,Laterite,1312.1,27.8,54.6,7.12,208.2,12.02,93.28
Andhra Pradesh,East Godavari,Onion,Whole Year,Clay,489.2,25.0,53.4,31.03,134.7,5.24,15.16
Andhra Pradesh,West Godavari,Tomato,Whole Year,Clay,588.5,26.5,50.3,3.96,178.4,4.11,25.72
West Bengal,Birbhum,Maize,Rabi,Clay,291.7,19.8,67.8,47.29,59.7,12.14,1.01
Andhra Pradesh,Kurnool,Wheat,Zaid,Desert (Arid),168.5,31.7,44.2,42.18,55.5,17.67,0.76
Maharashtra,Kolhapur,Cotton,Rabi,Red,515.1,18.8,47.0,45.97,88.5,23.53,0.5
Madhya Pradesh,Gwalior,Tur (Arhar),Kharif,Sandy Loam,640.4,35.3,76.9,35.64,135.5,22.36,0.8
Punjab,Ludhiana,Groundnut,Whole Year,Black (Regur),847.4,28.8,58.2,33.42,74.8,4.04,2.34
Bihar,Gaya,Mustard,Kharif,Sandy Loam,859.9,32.0,84.4,8.56,71.2,13.05,0.82
West Bengal,Nadia,Jowar,Kharif,Red,533.4,25.7,81.5,10.49,225.8,15.0,0.82
Gujarat,Surat,Sugarcane,Zaid,Black (Regur),109.9,38.1,44.8,37.06,79.5,5.97,17.1
Uttar Pradesh,Varanasi,Groundnut,Rabi,Laterite,399.6,18.4,59.3,13.66,218.8,8.28,1.21
Maharashtra,Pune,Potato,Rabi,Laterite,264.6,20.1,46.5,21.63,270.0,15.32,12.61
Rajasthan,Jodhpur,Sugarcane,Kharif,Red,1179.8,27.0,78.1,48.93,176.8,12.48,131.9
Andhra Pradesh,West Godavari,Mustard,Kharif,Clay,378.0,28.1,52.7,48.31,76.2,0.93,0.65
Karnataka,Raichur,Groundnut,Zaid,Black (Regur),124.0,29.4,63.3,24.02,293.4,13.02,1.31
Bihar,Darbhanga,Sugarcane,Whole Year,Red,821.9,28.2,59.6,35.25,30.9,17.66,47.17
Tamil Nadu,Tirunelveli,Bajra,Whole Year,Alluvial,872.6,26.5,90.9,20.37,42.1,19.57,1.01
Uttar Pradesh,Varanasi,Tur (Arhar),Whole Year,Laterite,247.8,26.3,67.5,27.29,70.3,18.23,0.29
Punjab,Bathinda,Jowar,Zaid,Desert (Arid),112.2,34.0,51.1,20.43,149.4,8.87,0.43
Punjab,Jalandhar,Soybean,Rabi,Sandy Loam,326.5,17.5,43.7,12.53,28.8,15.9,0.49
Uttar Pradesh,Agra,Maize,Rabi,Mountain,197.1,21.7,59.9,14.09,174.1,22.75,1.39
Punjab,Ludhiana,Cotton,Kharif,Desert (Arid),786.9,30.5,63.9,15.36,38.9,8.33,0.86
Rajasthan,Udaipur,Tur (Arhar),Kharif,Laterite,996.2,29.4,98.0,9.58,253.4,3.44,1.57
Maharashtra,Ahmednagar,Tur (Arhar),Zaid,Desert (Arid),209.4,32.9,42.8,47.0,122.5,1.5,0.29
Punjab,Patiala,Soybean,Kharif,Laterite,1034.9,27.9,64.3,9.1,252.3,5.7,3.06
Bihar,Bhagalpur,Groundnut,Zaid,Clay,124.6,35.6,33.2,29.18,194.0,6.28,0.84
Punjab,Jalandhar,Groundnut,Whole Year,Black (Regur),302.5,29.3,69.9,44.85,85.1,11.28,0.75
Punjab,Amritsar,Mustard,Whole Year,Black (Regur),747.7,26.4,48.2,31.65,252.5,0.99,1.89
Andhra Pradesh,,Mustard,Whole Year,Laterite,920.9,25.9,72.0,37.62,121.9,23.04,0.79
Punjab,Ludhiana,Bajra,Zaid,Black (Regur),143.2,32.8,55.3,11.69,229.8,7.65,0.85
Karnataka,Raichur,Tur (Arhar),Whole Year,Black (Regur),55.2,24.2,57.1,27.22,275.7,15.17,0.58
Andhra Pradesh,Guntur,Potato,Zaid,Sandy Loam,112.9,36.3,58.4,17.29,189.1,2.99,7.47
Punjab,Jalandhar,Jowar,Rabi,Desert (Arid),214.8,23.0,60.9,27.12,20.8,9.81,0.29
Karnataka,Belgaum,Soybean,Zaid,Black (Regur),137.9,34.7,41.0,20.35,289.7,5.75,0.72
